scenario,seed,method,declared_failure,always_answer_form,gate_wrapped_answer
ate_hidden_confounding,85100249,Linear g-computation,identification,True,False
ate_hidden_confounding,85100249,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100249,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100249,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100250,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100250,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100250,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100250,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100250,Median expert,identification,True,False
ate_hidden_confounding,85100250,Best fixed expert,identification,True,False
ate_hidden_confounding,85100250,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100250,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100250,Convex stack,identification,True,False
ate_hidden_confounding,85100250,Linear g-computation,identification,True,False
ate_hidden_confounding,85100250,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100250,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100250,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100251,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100251,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100251,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100251,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100251,Median expert,identification,True,False
ate_hidden_confounding,85100251,Best fixed expert,identification,True,False
ate_hidden_confounding,85100251,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100251,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100251,Convex stack,identification,True,False
ate_hidden_confounding,85100251,Linear g-computation,identification,True,False
ate_hidden_confounding,85100251,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100251,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100251,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100252,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100252,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100252,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100252,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100252,Median expert,identification,True,False
ate_hidden_confounding,85100252,Best fixed expert,identification,True,False
ate_hidden_confounding,85100252,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100252,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100252,Convex stack,identification,True,False
ate_hidden_confounding,85100252,Linear g-computation,identification,True,False
ate_hidden_confounding,85100252,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100252,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100252,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100253,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100253,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100253,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100253,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100253,Median expert,identification,True,False
ate_hidden_confounding,85100253,Best fixed expert,identification,True,False
ate_hidden_confounding,85100253,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100253,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100253,Convex stack,identification,True,False
ate_hidden_confounding,85100253,Linear g-computation,identification,True,False
ate_hidden_confounding,85100253,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100253,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100253,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100254,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100254,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100254,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100254,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100254,Median expert,identification,True,False
ate_hidden_confounding,85100254,Best fixed expert,identification,True,False
ate_hidden_confounding,85100254,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100254,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100254,Convex stack,identification,True,False
ate_hidden_confounding,85100254,Linear g-computation,identification,True,False
ate_hidden_confounding,85100254,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100254,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100254,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100255,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100255,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100255,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100255,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100255,Median expert,identification,True,False
ate_hidden_confounding,85100255,Best fixed expert,identification,True,False
ate_hidden_confounding,85100255,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100255,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100255,Convex stack,identification,True,False
ate_hidden_confounding,85100255,Linear g-computation,identification,True,False
ate_hidden_confounding,85100255,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100255,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100255,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100256,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100256,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100256,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100256,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100256,Median expert,identification,True,False
ate_hidden_confounding,85100256,Best fixed expert,identification,True,False
ate_hidden_confounding,85100256,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100256,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100256,Convex stack,identification,True,False
ate_hidden_confounding,85100256,Linear g-computation,identification,True,False
ate_hidden_confounding,85100256,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100256,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100256,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100257,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100257,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100257,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100257,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100257,Median expert,identification,True,False
ate_hidden_confounding,85100257,Best fixed expert,identification,True,False
ate_hidden_confounding,85100257,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100257,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100257,Convex stack,identification,True,False
ate_hidden_confounding,85100257,Linear g-computation,identification,True,False
ate_hidden_confounding,85100257,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100257,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100257,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100258,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100258,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100258,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100258,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100258,Median expert,identification,True,False
