line,text
59905,"""node_support_precision__std"": 0.06821335077893328,"
59906,"""node_support_recall__mean"": 0.9666666666666668,"
59907,"""node_support_recall__median"": 0.9722222222222222,"
59908,"""node_support_recall__q05"": 0.9222222222222222,"
59909,"""node_support_recall__q95"": 1.0,"
59910,"""node_support_recall__std"": 0.036217791140014735,"
59971,"""lag_edge_f1__q05"": null,"
59972,"""lag_edge_f1__q95"": null,"
59973,"""lag_edge_f1__std"": 0.0,"
59976,"""lag_edge_precision__q05"": null,"
59977,"""lag_edge_precision__q95"": null,"
59978,"""lag_edge_precision__std"": 0.0,"
59981,"""lag_edge_recall__q05"": null,"
59982,"""lag_edge_recall__q95"": null,"
59983,"""lag_edge_recall__std"": 0.0,"
59994,"""level_A_detected_edge_sign_accuracy__mean"": 1.0,"
59995,"""level_A_detected_edge_sign_accuracy__median"": 1.0,"
59996,"""level_A_detected_edge_sign_accuracy__q05"": 1.0,"
59997,"""level_A_detected_edge_sign_accuracy__q95"": 1.0,"
59998,"""level_A_detected_edge_sign_accuracy__std"": 0.0,"
59999,"""level_A_edge_rmse__mean"": 0.04390707048765996,"
60000,"""level_A_edge_rmse__median"": 0.031944816416060985,"
60001,"""level_A_edge_rmse__q05"": 0.026133249431545814,"
60002,"""level_A_edge_rmse__q95"": 0.06904577931501199,"
60003,"""level_A_edge_rmse__std"": 0.02062717630833483,"
60009,"""level_A_f1__mean"": 0.9777777777777779,"
60010,"""level_A_f1__median"": 1.0,"
60011,"""level_A_f1__q05"": 0.9111111111111112,"
60012,"""level_A_f1__q95"": 1.0,"
60013,"""level_A_f1__std"": 0.0496903994999953,"
60044,"""level_A_nonedge_rmse__mean"": 0.01596043747004528,"
60045,"""level_A_nonedge_rmse__median"": 0.015749567563444578,"
60046,"""level_A_nonedge_rmse__q05"": 0.0002258123286109433,"
60047,"""level_A_nonedge_rmse__q95"": 0.03797720176431879,"
60048,"""level_A_nonedge_rmse__std"": 0.017369569650235946,"
60049,"""level_A_normalized_shd__mean"": 0.02,"
60050,"""level_A_normalized_shd__median"": 0.0,"
60051,"""level_A_normalized_shd__q05"": 0.0,"
60052,"""level_A_normalized_shd__q95"": 0.07999999999999999,"
60053,"""level_A_normalized_shd__std"": 0.044721359549995794,"
60054,"""level_A_partial_corr_rmse__mean"": 0.03350046990376712,"
60055,"""level_A_partial_corr_rmse__median"": 0.03795268763537505,"
60056,"""level_A_partial_corr_rmse__q05"": 0.021204719387310243,"
60057,"""level_A_partial_corr_rmse__q95"": 0.04366901783043809,"
60058,"""level_A_partial_corr_rmse__std"": 0.010165066096527432,"
60059,"""level_A_precision__mean"": 0.96,"
60060,"""level_A_precision__median"": 1.0,"
60061,"""level_A_precision__q05"": 0.8400000000000001,"
60062,"""level_A_precision__q95"": 1.0,"
60063,"""level_A_precision__std"": 0.08944271909999157,"
60064,"""level_A_recall__mean"": 1.0,"
60065,"""level_A_recall__median"": 1.0,"
60066,"""level_A_recall__q05"": 1.0,"
60067,"""level_A_recall__q95"": 1.0,"
60068,"""level_A_recall__std"": 0.0,"
60069,"""level_A_shd__mean"": 0.2,"
60070,"""level_A_shd__median"": 0.0,"
60071,"""level_A_shd__q05"": 0.0,"
60072,"""level_A_shd__q95"": 0.7999999999999998,"
60073,"""level_A_shd__std"": 0.447213595499958,"
60099,"""level_B_detected_edge_sign_accuracy__mean"": 1.0,"
60100,"""level_B_detected_edge_sign_accuracy__median"": 1.0,"
60101,"""level_B_detected_edge_sign_accuracy__q05"": 1.0,"
60102,"""level_B_detected_edge_sign_accuracy__q95"": 1.0,"
60103,"""level_B_detected_edge_sign_accuracy__std"": 0.0,"
60104,"""level_B_edge_rmse__mean"": 0.05008050372258179,"
60105,"""level_B_edge_rmse__median"": 0.04480790391637474,"
60106,"""level_B_edge_rmse__q05"": 0.02768047861360116,"
60107,"""level_B_edge_rmse__q95"": 0.07900960515695249,"
60108,"""level_B_edge_rmse__std"": 0.022504178563402085,"
60114,"""level_B_f1__mean"": 0.9777777777777779,"
60115,"""level_B_f1__median"": 1.0,"
60116,"""level_B_f1__q05"": 0.9111111111111112,"
60117,"""level_B_f1__q95"": 1.0,"
60118,"""level_B_f1__std"": 0.0496903994999953,"
60149,"""level_B_nonedge_rmse__mean"": 0.022004731179000092,"
60150,"""level_B_nonedge_rmse__median"": 0.019727533476750683,"
60151,"""level_B_nonedge_rmse__q05"": 0.003766822777652907,"
60152,"""level_B_nonedge_rmse__q95"": 0.04275384246284296,"
60153,"""level_B_nonedge_rmse__std"": 0.016865475944330133,"
60154,"""level_B_normalized_shd__mean"": 0.02,"
60155,"""level_B_normalized_shd__median"": 0.0,"
60156,"""level_B_normalized_shd__q05"": 0.0,"
60157,"""level_B_normalized_shd__q95"": 0.07999999999999999,"
60158,"""level_B_normalized_shd__std"": 0.044721359549995794,"
60159,"""level_B_partial_corr_rmse__mean"": 0.03802891462692125,"
60160,"""level_B_partial_corr_rmse__median"": 0.03343616905208464,"
60161,"""level_B_partial_corr_rmse__q05"": 0.02347772147480992,"
60162,"""level_B_partial_corr_rmse__q95"": 0.05316610444623762,"
60163,"""level_B_partial_corr_rmse__std"": 0.013515858316969338,"
60164,"""level_B_precision__mean"": 0.96,"
60165,"""level_B_precision__median"": 1.0,"
60166,"""level_B_precision__q05"": 0.8400000000000001,"
60167,"""level_B_precision__q95"": 1.0,"
60168,"""level_B_precision__std"": 0.08944271909999157,"
60169,"""level_B_recall__mean"": 1.0,"
60170,"""level_B_recall__median"": 1.0,"
60171,"""level_B_recall__q05"": 1.0,"
60172,"""level_B_recall__q95"": 1.0,"
60173,"""level_B_recall__std"": 0.0,"
60174,"""level_B_shd__mean"": 0.2,"
60175,"""level_B_shd__median"": 0.0,"
60176,"""level_B_shd__q05"": 0.0,"
60177,"""level_B_shd__q95"": 0.7999999999999998,"
60178,"""level_B_shd__std"": 0.447213595499958,"
60204,"""level_C_detected_edge_sign_accuracy__mean"": 1.0,"
60205,"""level_C_detected_edge_sign_accuracy__median"": 1.0,"
60206,"""level_C_detected_edge_sign_accuracy__q05"": 1.0,"
60207,"""level_C_detected_edge_sign_accuracy__q95"": 1.0,"
60208,"""level_C_detected_edge_sign_accuracy__std"": 0.0,"
60209,"""level_C_edge_rmse__mean"": 0.11169116958272038,"
60210,"""level_C_edge_rmse__median"": 0.12387270388524932,"
60211,"""level_C_edge_rmse__q05"": 0.05487470473650847,"
60212,"""level_C_edge_rmse__q95"": 0.16326582708040996,"
60213,"""level_C_edge_rmse__std"": 0.05214896280250518,"
60219,"""level_C_f1__mean"": 0.9777777777777779,"
60220,"""level_C_f1__median"": 1.0,"
60221,"""level_C_f1__q05"": 0.9111111111111112,"
60222,"""level_C_f1__q95"": 1.0,"
60223,"""level_C_f1__std"": 0.0496903994999953,"
60254,"""level_C_nonedge_rmse__mean"": 0.013262295045717376,"
60255,"""level_C_nonedge_rmse__median"": 0.004086540017653328,"
60256,"""level_C_nonedge_rmse__q05"": 0.0003304507167560199,"
60257,"""level_C_nonedge_rmse__q95"": 0.04040403022356068,"
60258,"""level_C_nonedge_rmse__std"": 0.019641928285642467,"
60259,"""level_C_normalized_shd__mean"": 0.02,"
60260,"""level_C_normalized_shd__median"": 0.0,"
60261,"""level_C_normalized_shd__q05"": 0.0,"
60262,"""level_C_normalized_shd__q95"": 0.07999999999999999,"
60263,"""level_C_normalized_shd__std"": 0.044721359549995794,"
60264,"""level_C_partial_corr_rmse__mean"": 0.07395705794245395,"
60265,"""level_C_partial_corr_rmse__median"": 0.07835442981912466,"
60266,"""level_C_partial_corr_rmse__q05"": 0.04077120782035812,"
60267,"""level_C_partial_corr_rmse__q95"": 0.10340670563647762,"
60268,"""level_C_partial_corr_rmse__std"": 0.029182288224644113,"
60269,"""level_C_precision__mean"": 0.96,"
60270,"""level_C_precision__median"": 1.0,"
60271,"""level_C_precision__q05"": 0.8400000000000001,"
60272,"""level_C_precision__q95"": 1.0,"
60273,"""level_C_precision__std"": 0.08944271909999157,"
60274,"""level_C_recall__mean"": 1.0,"
60275,"""level_C_recall__median"": 1.0,"
60276,"""level_C_recall__q05"": 1.0,"
60277,"""level_C_recall__q95"": 1.0,"
60278,"""level_C_recall__std"": 0.0,"
60279,"""level_C_shd__mean"": 0.2,"
60280,"""level_C_shd__median"": 0.0,"
60281,"""level_C_shd__q05"": 0.0,"
60282,"""level_C_shd__q95"": 0.7999999999999998,"
60283,"""level_C_shd__std"": 0.447213595499958,"
60309,"""method"": ""latent_variable_determination2"","
60316,"""node_support_f1__mean"": 0.9752608047690015,"
60317,"""node_support_f1__median"": 0.9836065573770492,"
60318,"""node_support_f1__q05"": 0.9239940387481371,"
60319,"""node_support_f1__q95"": 1.0,"
60320,"""node_support_f1__std"": 0.03788737859958783,"
60321,"""node_support_precision__mean"": 0.9537634408602151,"
60322,"""node_support_precision__median"": 0.967741935483871,"
60323,"""node_support_precision__q05"": 0.8602150537634409,"
60324,"""node_support_precision__q95"": 1.0,"
60325,"""node_support_precision__std"": 0.06922760689384891,"
60326,"""node_support_recall__mean"": 1.0,"
60327,"""node_support_recall__median"": 1.0,"
60328,"""node_support_recall__q05"": 1.0,"
60329,"""node_support_recall__q95"": 1.0,"
60330,"""node_support_recall__std"": 0.0,"
60391,"""lag_edge_f1__q05"": null,"
60392,"""lag_edge_f1__q95"": null,"
60393,"""lag_edge_f1__std"": 0.0,"
60396,"""lag_edge_precision__q05"": null,"
60397,"""lag_edge_precision__q95"": null,"
60398,"""lag_edge_precision__std"": 0.0,"
60401,"""lag_edge_recall__q05"": null,"
60402,"""lag_edge_recall__q95"": null,"
60403,"""lag_edge_recall__std"": 0.0,"
60414,"""level_A_detected_edge_sign_accuracy__mean"": 1.0,"
60415,"""level_A_detected_edge_sign_accuracy__median"": 1.0,"
60416,"""level_A_detected_edge_sign_accuracy__q05"": 1.0,"
60417,"""level_A_detected_edge_sign_accuracy__q95"": 1.0,"
60418,"""level_A_detected_edge_sign_accuracy__std"": 0.0,"
60419,"""level_A_edge_rmse__mean"": 0.11206014655832242,"
60420,"""level_A_edge_rmse__median"": 0.08787206869302461,"
60421,"""level_A_edge_rmse__q05"": 0.07163954082290375,"
60422,"""level_A_edge_rmse__q95"": 0.2002475727875712,"
60423,"""level_A_edge_rmse__std"": 0.06547273685831694,"
60429,"""level_A_f1__mean"": 0.7538461538461538,"
60430,"""level_A_f1__median"": 0.8333333333333333,"
60431,"""level_A_f1__q05"": 0.4205128205128206,"
60432,"""level_A_f1__q95"": 0.9666666666666667,"
60433,"""level_A_f1__std"": 0.2501478852539861,"
60464,"""level_A_nonedge_rmse__mean"": 0.044657100662077315,"
60465,"""level_A_nonedge_rmse__median"": 0.03867704781868467,"
60466,"""level_A_nonedge_rmse__q05"": 0.0022521119370172604,"
60467,"""level_A_nonedge_rmse__q95"": 0.09804893290694576,"
60468,"""level_A_nonedge_rmse__std"": 0.04299712907610687,"
60469,"""level_A_normalized_shd__mean"": 0.14666666666666667,"
60470,"""level_A_normalized_shd__median"": 0.13333333333333333,"
60471,"""level_A_normalized_shd__q05"": 0.02666666666666667,"
60472,"""level_A_normalized_shd__q95"": 0.2533333333333333,"
60473,"""level_A_normalized_shd__std"": 0.09888264649460884,"
60474,"""level_A_partial_corr_rmse__mean"": 0.08226371052078918,"
60475,"""level_A_partial_corr_rmse__median"": 0.06767208929800027,"
60476,"""level_A_partial_corr_rmse__q05"": 0.053667224543953014,"
60477,"""level_A_partial_corr_rmse__q95"": 0.125359309633961,"
60478,"""level_A_partial_corr_rmse__std"": 0.03311208182854406,"
60479,"""level_A_precision__mean"": 0.8107142857142857,"
60480,"""level_A_precision__median"": 0.7142857142857143,"
60481,"""level_A_precision__q05"": 0.6428571428571429,"
60482,"""level_A_precision__q95"": 1.0,"
60483,"""level_A_precision__std"": 0.17659621878680165,"
60484,"""level_A_recall__mean"": 0.8400000000000001,"
60485,"""level_A_recall__median"": 1.0,"
60486,"""level_A_recall__q05"": 0.36000000000000004,"
60487,"""level_A_recall__q95"": 1.0,"
60488,"""level_A_recall__std"": 0.3577708763999664,"
60489,"""level_A_shd__mean"": 2.2,"
60490,"""level_A_shd__median"": 2.0,"
60491,"""level_A_shd__q05"": 0.4,"
60492,"""level_A_shd__q95"": 3.8,"
60493,"""level_A_shd__std"": 1.4832396974191326,"
60519,"""level_B_detected_edge_sign_accuracy__mean"": 1.0,"
60520,"""level_B_detected_edge_sign_accuracy__median"": 1.0,"
60521,"""level_B_detected_edge_sign_accuracy__q05"": 1.0,"
60522,"""level_B_detected_edge_sign_accuracy__q95"": 1.0,"
60523,"""level_B_detected_edge_sign_accuracy__std"": 0.0,"
60524,"""level_B_edge_rmse__mean"": 0.14577859162250809,"
60525,"""level_B_edge_rmse__median"": 0.1290697603700033,"
60526,"""level_B_edge_rmse__q05"": 0.07933796532658526,"
60527,"""level_B_edge_rmse__q95"": 0.21597309846705853,"
60528,"""level_B_edge_rmse__std"": 0.059708646260225096,"
60534,"""level_B_f1__mean"": 0.7082905982905984,"
60535,"""level_B_f1__median"": 0.7692307692307693,"
60536,"""level_B_f1__q05"": 0.4166666666666667,"
60537,"""level_B_f1__q95"": 0.8711111111111112,"
60538,"""level_B_f1__std"": 0.21625950042618192,"
60569,"""level_B_nonedge_rmse__mean"": 0.02927119483983879,"
60570,"""level_B_nonedge_rmse__median"": 0.02375050112826517,"
60571,"""level_B_nonedge_rmse__q05"": 0.0,"
60572,"""level_B_nonedge_rmse__q95"": 0.06997682667362276,"
60573,"""level_B_nonedge_rmse__std"": 0.032458135305885094,"
60574,"""level_B_normalized_shd__mean"": 0.15999999999999998,"
60575,"""level_B_normalized_shd__median"": 0.13333333333333333,"
60576,"""level_B_normalized_shd__q05"": 0.08,"
60577,"""level_B_normalized_shd__q95"": 0.2533333333333333,"
60578,"""level_B_normalized_shd__std"": 0.0760116950066092,"
60579,"""level_B_partial_corr_rmse__mean"": 0.09336876968093336,"
60580,"""level_B_partial_corr_rmse__median"": 0.08219635759855502,"
60581,"""level_B_partial_corr_rmse__q05"": 0.07392978063217925,"
60582,"""level_B_partial_corr_rmse__q95"": 0.12469212653767378,"
60583,"""level_B_partial_corr_rmse__std"": 0.023713294808250785,"
60584,"""level_B_precision__mean"": 0.885,"
60585,"""level_B_precision__median"": 1.0,"
60586,"""level_B_precision__q05"": 0.66,"
60587,"""level_B_precision__q95"": 1.0,"
60588,"""level_B_precision__std"": 0.1691892431568863,"
60589,"""level_B_recall__mean"": 0.6799999999999999,"
60590,"""level_B_recall__median"": 0.8,"
60591,"""level_B_recall__q05"": 0.28,"
60592,"""level_B_recall__q95"": 0.96,"
60593,"""level_B_recall__std"": 0.30331501776206204,"
60594,"""level_B_shd__mean"": 2.4,"
60595,"""level_B_shd__median"": 2.0,"
60596,"""level_B_shd__q05"": 1.2,"
60597,"""level_B_shd__q95"": 3.8,"
60598,"""level_B_shd__std"": 1.140175425099138,"
60624,"""level_C_detected_edge_sign_accuracy__mean"": 1.0,"
60625,"""level_C_detected_edge_sign_accuracy__median"": 1.0,"
60626,"""level_C_detected_edge_sign_accuracy__q05"": 1.0,"
60627,"""level_C_detected_edge_sign_accuracy__q95"": 1.0,"
60628,"""level_C_detected_edge_sign_accuracy__std"": 0.0,"
60629,"""level_C_edge_rmse__mean"": 0.17147731098456703,"
60630,"""level_C_edge_rmse__median"": 0.1817281219476048,"
60631,"""level_C_edge_rmse__q05"": 0.09081148098253329,"
60632,"""level_C_edge_rmse__q95"": 0.2390200834714126,"
60633,"""level_C_edge_rmse__std"": 0.06720422359942951,"
60639,"""level_C_f1__mean"": 0.7221212121212122,"
60640,"""level_C_f1__median"": 0.7499999999999999,"
60641,"""level_C_f1__q05"": 0.4121212121212121,"
60642,"""level_C_f1__q95"": 0.96,"
60643,"""level_C_f1__std"": 0.24250850808207672,"
60674,"""level_C_nonedge_rmse__mean"": 0.03033251776380026,"
60675,"""level_C_nonedge_rmse__median"": 0.030577119727368162,"
60676,"""level_C_nonedge_rmse__q05"": 0.0,"
60677,"""level_C_nonedge_rmse__q95"": 0.06888355184548901,"
60678,"""level_C_nonedge_rmse__std"": 0.031827634353197076,"
60679,"""level_C_normalized_shd__mean"": 0.14666666666666667,"
60680,"""level_C_normalized_shd__median"": 0.13333333333333333,"
60681,"""level_C_normalized_shd__q05"": 0.02666666666666667,"
60682,"""level_C_normalized_shd__q95"": 0.2533333333333333,"
60683,"""level_C_normalized_shd__std"": 0.09888264649460884,"
60684,"""level_C_partial_corr_rmse__mean"": 0.1046327702132196,"
60685,"""level_C_partial_corr_rmse__median"": 0.10492078012577477,"
60686,"""level_C_partial_corr_rmse__q05"": 0.05924606369770731,"
60687,"""level_C_partial_corr_rmse__q95"": 0.1480961095071829,"
60688,"""level_C_partial_corr_rmse__std"": 0.038914784423351376,"
60689,"""level_C_precision__mean"": 0.8933333333333333,"
60690,"""level_C_precision__median"": 1.0,"
60691,"""level_C_precision__q05"": 0.6933333333333334,"
60692,"""level_C_precision__q95"": 1.0,"
60693,"""level_C_precision__std"": 0.1534781924429512,"
60694,"""level_C_recall__mean"": 0.6799999999999999,"
60695,"""level_C_recall__median"": 0.8,"
60696,"""level_C_recall__q05"": 0.28,"
60697,"""level_C_recall__q95"": 0.96,"
60698,"""level_C_recall__std"": 0.30331501776206204,"
60699,"""level_C_shd__mean"": 2.2,"
60700,"""level_C_shd__median"": 2.0,"
60701,"""level_C_shd__q05"": 0.4,"
60702,"""level_C_shd__q95"": 3.8,"
60703,"""level_C_shd__std"": 1.4832396974191326,"
60729,"""method"": ""latent_variable_determination2"","
60736,"""node_support_f1__mean"": 0.941998739593353,"
60737,"""node_support_f1__median"": 0.9863013698630138,"
60738,"""node_support_f1__q05"": 0.8180145278450363,"
60739,"""node_support_f1__q95"": 0.9863013698630138,"
60740,"""node_support_f1__std"": 0.09097777247985549,"
60741,"""node_support_precision__mean"": 0.9837837837837837,"
60742,"""node_support_precision__median"": 0.972972972972973,"
60743,"""node_support_precision__q05"": 0.972972972972973,"
60744,"""node_support_precision__q95"": 1.0,"
60745,"""node_support_precision__std"": 0.014803312365004461,"
60746,"""node_support_recall__mean"": 0.9166666666666666,"
60747,"""node_support_recall__median"": 1.0,"
60748,"""node_support_recall__q05"": 0.7,"
60749,"""node_support_recall__q95"": 1.0,"
60750,"""node_support_recall__std"": 0.15713484026367724,"
60809,"""lag_edge_f1__mean"": 0.919329945416902,"
60810,"""lag_edge_f1__median"": 0.9090909090909091,"
60811,"""lag_edge_f1__q05"": 0.8774703557312252,"
60812,"""lag_edge_f1__q95"": 0.9556935817805383,"
60813,"""lag_edge_f1__std"": 0.0359228425455148,"
60814,"""lag_edge_precision__mean"": 0.9136363636363637,"
60815,"""lag_edge_precision__median"": 0.9090909090909091,"
60816,"""lag_edge_precision__q05"": 0.8484848484848485,"
60817,"""lag_edge_precision__q95"": 0.9833333333333333,"
60818,"""lag_edge_precision__std"": 0.05907148087763007,"
60819,"""lag_edge_recall__mean"": 0.9272727272727274,"
60820,"""lag_edge_recall__median"": 0.9090909090909091,"
60821,"""lag_edge_recall__q05"": 0.9090909090909091,"
60822,"""lag_edge_recall__q95"": 0.9818181818181818,"
60823,"""lag_edge_recall__std"": 0.0406557814090871,"
60834,"""level_A_detected_edge_sign_accuracy__mean"": 1.0,"
60835,"""level_A_detected_edge_sign_accuracy__median"": 1.0,"
60836,"""level_A_detected_edge_sign_accuracy__q05"": 1.0,"
60837,"""level_A_detected_edge_sign_accuracy__q95"": 1.0,"
60838,"""level_A_detected_edge_sign_accuracy__std"": 0.0,"
60839,"""level_A_edge_rmse__mean"": 0.0835822178623422,"
